id,user_id,action_type,resource,ts,metadata
9165,720,purchase,/home,2026-03-25 06:06:11.361706,Mobile
9166,411,purchase,/cart,2026-04-09 03:57:41.423256,Firefox
9167,519,click,/checkout,2025-11-12 12:21:50.370979,Firefox
9168,254,click,/product/1,2025-11-24 21:40:48.939436,Safari
9169,535,view,/home,2026-03-29 20:19:26.737063,Safari
9170,573,logout,/cart,2026-01-01 03:45:58.404874,Firefox
9171,417,search,/cart,2025-12-24 13:38:34.829866,Mobile
9172,756,click,/product/2,2025-12-12 18:57:50.118471,Chrome
9173,706,click,/product/2,2025-12-17 16:35:30.945603,Mobile
9174,138,checkout,/profile,2026-03-30 01:23:21.726805,Firefox
9175,898,search,/home,2025-10-26 19:36:48.640724,Safari
9176,282,search,/home,2026-03-15 00:19:57.796666,Safari
9177,664,view,/feed,2026-03-29 01:24:35.759164,Firefox
9178,723,logout,/,2026-01-22 10:59:38.558225,Firefox
9179,512,search,/product/1,2025-11-08 09:44:29.673896,Mobile
9180,490,view,/,2025-12-23 15:05:28.949988,Safari
9181,268,search,/feed,2026-01-22 15:57:22.875201,Firefox
9182,273,search,/feed,2025-11-14 09:54:23.732923,Firefox
9183,567,add_to_cart,/home,2026-01-04 16:09:58.295085,Chrome
9184,737,checkout,/profile,2026-01-04 06:56:25.73373,Chrome
9185,306,add_to_cart,/search,2026-03-01 23:31:17.150648,Chrome
9186,938,login,/cart,2025-12-08 09:12:58.627741,Firefox
9187,74,checkout,/feed,2026-04-09 03:36:43.445487,Mobile
9188,589,login,/search,2026-04-07 02:26:23.807989,Chrome
9189,990,add_to_cart,/search,2026-04-09 17:30:39.085468,Mobile
9190,718,logout,/product/1,2026-01-01 10:22:25.449702,Mobile
9191,597,add_to_cart,/product/1,2026-01-07 22:32:40.959559,Firefox
9192,313,click,/home,2026-02-02 05:29:51.49221,Firefox
9193,479,add_to_cart,/search,2026-03-15 20:24:34.996968,Chrome
9194,615,purchase,/cart,2025-11-15 12:45:10.568038,Safari
9195,587,logout,/profile,2025-11-13 13:04:02.312115,Chrome
9196,774,click,/product/1,2025-10-31 01:00:12.675851,Safari
9197,526,add_to_cart,/cart,2025-12-02 03:57:45.781218,Firefox
9198,361,search,/search,2025-12-04 00:04:33.357718,Mobile
9199,565,click,/cart,2026-03-20 22:23:13.300327,Safari
9200,805,view,/feed,2026-02-10 13:44:42.48071,Safari
9201,719,view,/checkout,2026-03-28 18:28:55.424377,Mobile
9202,202,view,/product/2,2026-01-09 20:12:52.079851,Safari
9203,387,checkout,/cart,2025-11-27 11:29:08.447975,Firefox
9204,941,view,/,2026-01-07 19:50:41.995848,Firefox
9205,97,view,/search,2026-03-06 19:37:55.710256,Mobile
9206,126,search,/product/1,2025-11-27 17:47:16.476967,Firefox
9207,442,add_to_cart,/home,2026-01-24 00:14:41.534496,Firefox
9208,148,purchase,/search,2025-11-20 19:27:04.654765,Firefox
9209,408,search,/home,2025-11-26 16:49:11.952829,Safari
9210,550,view,/cart,2026-02-22 07:27:57.275786,Safari
9211,842,add_to_cart,/cart,2026-02-19 13:32:38.259213,Chrome
9212,710,click,/feed,2025-11-12 07:46:04.106565,Firefox
9213,787,purchase,/,2026-01-22 16:06:14.062226,Firefox
9214,314,search,/profile,2026-01-04 01:59:39.570085,Mobile
9215,365,logout,/home,2026-03-18 13:49:03.402165,Mobile
9216,652,click,/cart,2025-11-14 20:27:54.515376,Safari
9217,446,search,/search,2026-03-01 17:21:21.582112,Safari
9218,296,purchase,/profile,2025-10-24 21:15:28.479088,Chrome
9219,604,view,/feed,2025-12-31 04:10:27.598466,Firefox
9220,753,add_to_cart,/product/2,2025-12-12 21:20:52.012025,Firefox
9221,341,checkout,/profile,2026-03-03 04:09:14.631325,Chrome
9222,483,purchase,/product/2,2025-11-04 07:34:08.970967,Safari
9223,793,click,/product/2,2025-11-02 12:32:25.005731,Safari
9224,357,purchase,/product/2,2026-01-14 02:20:39.01653,Chrome
9225,66,logout,/product/2,2025-11-25 13:18:33.566166,Mobile
9226,105,logout,/cart,2026-02-08 19:25:28.130319,Safari
9227,502,logout,/product/2,2026-01-03 02:47:29.523457,Safari
9228,491,login,/checkout,2026-03-12 14:01:45.950819,Firefox
9229,733,add_to_cart,/profile,2026-04-12 14:37:18.850151,Safari
9230,257,click,/home,2026-04-05 02:37:51.646516,Chrome
9231,176,click,/product/2,2025-11-04 07:58:35.006276,Mobile
9232,284,click,/profile,2026-03-18 05:41:05.649577,Firefox
9233,122,click,/product/1,2025-12-30 03:41:08.082903,Mobile
9234,194,view,/product/2,2025-11-03 11:13:07.138492,Firefox
9235,172,purchase,/product/1,2026-01-14 15:14:28.366711,Firefox
9236,705,click,/,2026-01-31 23:56:03.401211,Safari
9237,757,add_to_cart,/profile,2026-04-11 11:46:00.502962,Firefox
9238,975,click,/product/1,2026-02-22 23:36:07.763034,Safari
9239,903,click,/cart,2025-10-18 16:49:04.36492,Safari
9240,515,click,/search,2025-10-21 09:01:22.76993,Chrome
9241,506,logout,/product/1,2026-04-15 00:45:18.499941,Firefox
9242,81,purchase,/profile,2026-03-27 07:20:24.656459,Firefox
9243,404,purchase,/cart,2025-11-11 08:04:18.326546,Firefox
9244,603,view,/cart,2025-10-21 20:24:52.387308,Firefox
9245,968,login,/product/1,2025-12-16 04:03:10.920878,Mobile
9246,436,add_to_cart,/product/1,2025-11-24 09:24:40.438871,Safari
9247,862,view,/feed,2026-04-14 01:07:10.377611,Safari
9248,25,checkout,/checkout,2026-01-06 11:41:04.710957,Safari
9249,765,add_to_cart,/feed,2026-02-26 16:37:06.994908,Safari
9250,684,login,/feed,2026-02-05 17:15:36.096591,Chrome
9251,352,add_to_cart,/,2026-01-26 06:58:53.628842,Mobile
9252,91,click,/cart,2026-01-20 19:28:50.45578,Mobile
9253,369,click,/product/1,2026-02-06 19:36:45.252597,Safari
9254,295,login,/home,2025-11-27 15:24:33.445189,Firefox
9255,659,purchase,/cart,2026-01-19 02:52:14.066541,Chrome
9256,874,search,/feed,2025-12-13 16:30:34.168595,Chrome
9257,228,click,/home,2025-11-03 11:47:54.66855,Firefox
9258,160,logout,/product/1,2025-11-17 00:37:12.702853,Safari
9259,724,checkout,/cart,2026-04-02 23:45:54.687709,Safari
9602,853,add_to_cart,/,2026-02-05 18:22:52.834739,Firefox
9260,13,checkout,/profile,2025-12-09 21:30:55.510693,Firefox
9261,10,add_to_cart,/checkout,2025-11-12 20:57:35.952792,Firefox
9262,618,purchase,/search,2025-12-07 00:14:23.667273,Firefox
9263,638,logout,/cart,2025-11-10 18:49:51.641601,Safari
9264,844,add_to_cart,/feed,2025-10-26 18:57:07.480048,Mobile
9265,340,view,/feed,2025-10-31 22:34:16.058545,Chrome
9266,751,add_to_cart,/cart,2025-11-05 01:02:55.459748,Safari
9267,711,purchase,/home,2025-12-25 05:52:53.832728,Chrome
9268,2,view,/product/1,2026-04-02 03:26:39.749997,Firefox
9269,320,logout,/profile,2026-02-15 16:10:52.662062,Mobile
9270,259,add_to_cart,/feed,2026-02-08 19:51:55.425196,Mobile
9271,273,checkout,/,2026-04-06 20:29:10.981268,Safari
9272,980,login,/cart,2026-01-06 03:38:35.965418,Mobile
9273,470,view,/checkout,2026-03-19 01:37:02.837002,Chrome
9274,28,click,/product/1,2026-01-14 14:25:26.97825,Firefox
9275,751,add_to_cart,/feed,2026-01-04 20:09:15.161548,Firefox
9276,608,checkout,/product/2,2025-12-20 01:34:55.213113,Firefox
9277,334,search,/product/2,2025-12-26 07:18:00.606079,Mobile
9278,273,click,/checkout,2025-12-02 01:39:54.116803,Chrome
9279,24,view,/cart,2025-12-08 09:31:45.639229,Firefox
9280,761,logout,/cart,2026-01-06 09:08:46.806522,Firefox
9281,175,search,/product/1,2026-03-17 19:37:24.588401,Safari
9282,72,purchase,/search,2026-04-11 12:29:38.366922,Safari
9283,98,logout,/search,2026-03-07 09:00:06.441531,Safari
9284,305,search,/,2025-12-17 20:52:04.297863,Safari
9285,211,view,/product/1,2026-02-27 00:18:58.084429,Firefox
9286,534,add_to_cart,/feed,2025-12-29 05:34:30.628508,Mobile
9287,736,view,/home,2026-03-11 15:44:37.530777,Safari
9288,455,click,/product/1,2026-01-14 05:42:45.952712,Safari
9289,63,purchase,/cart,2026-01-19 16:29:42.188672,Chrome
9290,256,logout,/checkout,2026-02-27 14:51:51.401154,Safari
9291,121,logout,/product/2,2026-02-24 14:15:41.323674,Safari
9292,636,login,/,2026-01-16 20:48:32.193791,Chrome
9293,56,purchase,/cart,2026-04-04 21:28:41.58538,Safari
9294,253,search,/cart,2025-11-30 07:25:50.422053,Safari
9295,644,search,/home,2026-03-04 14:00:47.976672,Mobile
9296,502,purchase,/cart,2025-11-03 00:21:19.537711,Chrome
9297,265,checkout,/feed,2026-02-27 16:47:10.642097,Firefox
9298,392,add_to_cart,/home,2025-12-15 18:10:13.351238,Firefox
9299,779,purchase,/,2026-03-24 12:47:07.446335,Safari
9300,105,add_to_cart,/product/2,2025-12-19 09:24:00.753085,Safari
9301,264,add_to_cart,/product/2,2026-03-01 09:46:46.071708,Firefox
9302,874,view,/search,2026-04-13 14:44:58.048008,Safari
9303,296,view,/product/1,2026-02-10 16:12:58.359727,Chrome
9304,785,logout,/product/2,2026-01-07 23:36:40.593911,Safari
9305,616,search,/product/2,2025-11-27 03:38:07.751908,Safari
9306,903,view,/product/1,2025-11-30 02:35:06.13989,Firefox
9307,955,add_to_cart,/product/1,2026-02-01 19:54:52.037697,Chrome
9308,723,add_to_cart,/home,2025-11-05 18:58:42.426412,Firefox
9309,24,view,/product/2,2026-02-23 02:55:32.881635,Firefox
9310,152,view,/checkout,2026-03-11 11:16:13.19732,Firefox
9311,248,add_to_cart,/cart,2026-03-27 03:33:13.502112,Mobile
9312,387,add_to_cart,/product/1,2026-02-03 22:01:31.699444,Mobile
9313,573,search,/product/2,2025-12-01 06:56:41.960967,Firefox
9314,104,logout,/product/2,2025-10-26 10:24:34.881851,Firefox
9315,24,add_to_cart,/search,2025-12-31 23:47:54.249362,Mobile
9316,871,click,/home,2026-01-02 06:14:56.008166,Firefox
9317,842,add_to_cart,/,2026-02-09 05:36:33.426327,Safari
9318,38,add_to_cart,/home,2026-02-17 19:56:19.173872,Safari
9319,739,checkout,/checkout,2026-04-06 02:40:03.14671,Safari
9320,610,view,/home,2025-11-01 08:20:52.894558,Firefox
9321,157,add_to_cart,/checkout,2026-03-28 13:28:46.516418,Mobile
9322,250,add_to_cart,/product/1,2026-03-12 23:19:48.274923,Safari
9323,31,search,/product/2,2025-12-27 10:32:59.698942,Firefox
9324,963,click,/search,2026-03-24 20:33:22.977302,Firefox
9325,178,purchase,/checkout,2025-12-19 09:42:29.983126,Firefox
9326,158,view,/home,2026-03-18 14:51:36.674459,Firefox
9327,440,checkout,/search,2026-03-06 21:38:18.771739,Firefox
9328,826,add_to_cart,/product/1,2025-10-24 17:44:56.965316,Firefox
9329,255,click,/search,2026-02-18 20:43:19.193844,Mobile
9330,726,logout,/,2026-02-21 21:22:48.36576,Chrome
9331,446,checkout,/cart,2026-03-14 22:43:46.038193,Safari
9332,936,view,/search,2025-12-20 19:34:38.4244,Firefox
9333,951,search,/profile,2025-11-13 15:10:59.123065,Chrome
9334,831,add_to_cart,/,2025-10-28 13:18:24.318799,Safari
9335,807,view,/profile,2026-03-04 06:24:31.132742,Safari
9336,463,click,/search,2025-11-22 16:14:29.127259,Firefox
9337,149,logout,/product/2,2025-11-29 19:09:37.897219,Chrome
9338,523,logout,/cart,2025-12-22 12:59:29.943956,Firefox
9339,230,add_to_cart,/product/2,2025-11-11 16:12:01.024762,Mobile
9340,768,view,/,2025-11-14 20:07:30.780103,Firefox
9341,991,purchase,/product/2,2026-01-06 04:55:20.991537,Chrome
9342,642,click,/product/1,2025-12-31 02:05:13.39113,Safari
9343,762,view,/search,2026-04-02 04:27:44.014712,Chrome
9344,509,view,/profile,2025-11-13 20:18:44.851337,Chrome
9345,218,click,/search,2026-03-02 10:37:19.997743,Firefox
9346,707,purchase,/home,2026-03-19 16:49:12.041465,Firefox
9347,307,add_to_cart,/feed,2026-03-02 01:12:11.44641,Firefox
9348,270,view,/home,2026-01-12 16:15:57.091143,Mobile
9349,561,search,/checkout,2025-12-04 17:58:23.571479,Mobile
9350,968,purchase,/checkout,2025-10-23 19:02:07.101358,Safari
9351,574,checkout,/cart,2025-10-23 03:00:59.439474,Safari
9352,201,purchase,/product/1,2026-02-10 07:04:31.366687,Mobile
9353,573,purchase,/product/2,2026-03-13 12:37:01.336289,Firefox
9354,764,view,/product/2,2026-02-21 11:01:47.046248,Chrome
9355,522,login,/search,2026-01-02 23:13:36.116673,Safari
9356,369,logout,/product/1,2026-03-16 14:36:04.234374,Firefox
9357,554,checkout,/checkout,2025-11-19 09:40:39.188114,Firefox
9358,252,click,/checkout,2026-03-25 18:39:04.367714,Firefox
9359,530,view,/checkout,2025-10-22 15:17:48.447629,Chrome
9360,793,add_to_cart,/home,2025-11-01 22:19:25.083952,Safari
9361,465,purchase,/checkout,2025-10-21 04:32:16.273396,Chrome
9362,257,logout,/profile,2025-11-20 16:14:04.930215,Firefox
9363,740,checkout,/feed,2026-03-22 21:24:43.955258,Chrome
9364,298,view,/home,2026-01-02 18:54:15.447656,Firefox
9365,725,login,/product/2,2025-12-06 14:21:25.107275,Chrome
9366,866,add_to_cart,/cart,2025-12-04 16:20:02.170048,Safari
9367,413,click,/product/2,2025-12-11 17:33:04.108014,Safari
9368,377,add_to_cart,/checkout,2025-11-03 20:51:50.618313,Safari
9369,924,click,/search,2026-03-10 07:56:04.589125,Firefox
9370,548,purchase,/search,2025-10-31 19:35:23.373678,Safari
9371,82,add_to_cart,/search,2026-02-16 03:14:50.892985,Safari
9372,404,purchase,/product/1,2025-11-05 19:46:39.354156,Safari
9373,186,purchase,/product/1,2026-04-11 20:48:07.713183,Safari
9374,460,search,/checkout,2026-01-28 08:41:40.163736,Firefox
9375,814,login,/cart,2026-02-22 20:56:06.898654,Chrome
9376,885,logout,/home,2025-11-15 14:46:00.487728,Firefox
9377,396,view,/search,2026-01-30 10:40:26.568557,Safari
9378,935,click,/product/1,2025-11-28 21:00:55.175573,Firefox
9379,981,purchase,/checkout,2026-03-11 04:28:14.750643,Chrome
9380,754,view,/checkout,2025-10-30 06:52:35.73413,Firefox
9381,308,purchase,/product/1,2026-03-13 07:14:33.844399,Mobile
9382,301,view,/profile,2025-11-14 21:49:40.282874,Firefox
9383,72,search,/search,2025-12-09 22:48:26.449375,Firefox
9384,796,search,/product/1,2025-11-05 05:34:32.241803,Firefox
9385,303,login,/search,2025-12-17 18:57:17.298621,Safari
9386,714,click,/search,2026-03-09 02:31:29.02003,Safari
9387,40,purchase,/cart,2026-02-17 21:48:27.263097,Mobile
9388,405,logout,/cart,2025-12-31 05:14:35.853624,Chrome
9389,539,add_to_cart,/product/1,2026-01-11 12:50:08.330919,Firefox
9390,29,purchase,/profile,2026-03-11 14:41:57.409714,Chrome
9391,546,view,/profile,2026-02-23 22:21:42.089115,Firefox
9392,374,purchase,/feed,2025-11-17 14:25:05.245452,Firefox
9393,497,purchase,/home,2025-11-02 00:53:28.837,Mobile
9394,135,add_to_cart,/product/2,2026-02-09 11:51:53.340021,Chrome
9395,818,click,/home,2026-03-22 06:49:49.65549,Chrome
9396,624,search,/,2025-11-03 01:53:59.94035,Firefox
9397,302,logout,/product/1,2025-10-20 06:36:38.871424,Firefox
9398,306,add_to_cart,/feed,2025-11-18 08:57:33.483811,Mobile
9399,278,search,/product/2,2026-01-27 20:04:05.366663,Chrome
9400,429,view,/product/1,2025-10-25 05:43:51.325334,Chrome
9401,964,add_to_cart,/product/2,2025-11-24 14:37:26.911247,Safari
9402,745,add_to_cart,/checkout,2025-12-30 22:01:34.619743,Safari
9403,875,purchase,/checkout,2026-04-05 09:01:07.488213,Chrome
9404,50,search,/cart,2025-11-19 02:15:52.872752,Safari
9405,439,purchase,/checkout,2025-11-07 03:37:59.695382,Mobile
9406,450,logout,/product/1,2025-12-18 02:20:27.764105,Safari
9407,545,logout,/product/2,2026-01-02 10:46:08.08336,Mobile
9408,914,search,/checkout,2025-10-31 07:10:44.819198,Safari
9409,854,checkout,/cart,2026-03-27 11:24:14.118969,Chrome
9410,705,checkout,/product/1,2025-11-01 18:43:18.786836,Firefox
9411,247,view,/feed,2026-04-10 07:55:43.021517,Chrome
9412,685,search,/cart,2026-03-26 17:52:21.610621,Safari
9413,733,purchase,/,2026-02-14 21:02:45.501657,Chrome
9414,813,logout,/cart,2026-02-12 22:15:45.686777,Mobile
9415,664,purchase,/feed,2025-12-31 06:02:12.013773,Firefox
9416,843,click,/product/1,2026-01-22 06:18:58.217194,Firefox
9417,586,logout,/,2026-01-06 00:00:00.494831,Firefox
9418,796,view,/product/1,2026-04-09 17:28:08.225589,Safari
9419,870,click,/cart,2025-12-21 07:36:13.149828,Safari
9420,671,checkout,/feed,2026-02-27 15:47:53.328788,Firefox
9421,141,click,/cart,2025-12-22 12:03:35.93829,Firefox
9422,915,search,/cart,2025-10-24 08:15:30.944011,Safari
9423,713,logout,/home,2025-11-06 01:31:22.603316,Firefox
9424,977,logout,/checkout,2025-11-17 07:10:44.004636,Mobile
9425,23,login,/profile,2025-11-28 09:38:21.232828,Safari
9426,191,add_to_cart,/product/1,2025-11-15 05:30:39.753482,Firefox
9427,101,click,/home,2026-01-21 11:33:30.008447,Firefox
9428,318,login,/search,2026-01-15 16:05:17.522782,Mobile
9429,345,click,/home,2026-04-01 18:17:30.803717,Firefox
9430,92,click,/product/1,2026-04-14 22:16:37.7878,Firefox
9431,752,view,/feed,2025-11-25 14:27:38.001632,Safari
9432,644,add_to_cart,/home,2026-02-22 10:24:23.436766,Firefox
9433,392,add_to_cart,/product/1,2025-10-30 05:04:40.792265,Safari
9434,776,purchase,/cart,2026-02-26 00:23:04.012918,Firefox
9435,452,purchase,/cart,2026-03-05 18:44:01.847008,Firefox
9436,546,add_to_cart,/checkout,2026-01-30 14:10:32.949227,Mobile
9437,764,search,/profile,2026-01-26 18:32:47.936588,Safari
9438,573,view,/search,2025-11-17 07:09:00.392108,Firefox
9439,836,logout,/search,2025-12-21 18:25:23.601209,Chrome
9440,880,click,/product/1,2026-01-10 02:30:05.594189,Chrome
9441,548,view,/checkout,2026-01-14 10:25:00.807531,Safari
9442,198,search,/checkout,2026-02-04 08:43:22.369378,Safari
9443,618,click,/product/2,2025-11-11 07:52:58.650442,Safari
9444,362,search,/product/2,2026-02-10 01:36:30.212948,Firefox
9445,154,login,/checkout,2026-01-05 00:50:20.506591,Safari
9446,104,search,/feed,2026-01-12 08:24:26.38346,Chrome
9447,314,click,/,2025-12-22 13:19:37.095613,Firefox
9448,562,login,/product/2,2025-12-24 17:50:00.573419,Safari
9449,263,click,/product/1,2026-04-13 20:47:06.657315,Chrome
9450,742,add_to_cart,/checkout,2025-10-25 19:04:41.268796,Mobile
9451,513,click,/profile,2025-11-11 23:47:49.697857,Firefox
9452,209,search,/product/2,2026-02-10 22:58:49.551424,Safari
9453,418,search,/feed,2026-03-12 20:42:38.024986,Safari
9454,691,checkout,/checkout,2025-12-02 13:44:03.299659,Safari
9455,350,purchase,/search,2026-02-17 10:12:49.259221,Firefox
9456,997,view,/search,2026-03-28 17:17:25.76298,Firefox
9457,671,logout,/product/1,2026-01-17 14:56:56.501706,Mobile
9458,160,purchase,/profile,2026-03-05 21:36:12.289149,Safari
9459,571,view,/profile,2026-03-02 03:54:08.429915,Chrome
9460,531,checkout,/feed,2026-01-17 02:49:21.859329,Firefox
9461,684,purchase,/cart,2025-10-22 09:47:33.001946,Firefox
9462,653,click,/cart,2026-02-12 11:53:54.181448,Safari
9463,650,logout,/cart,2025-11-11 22:13:23.221017,Safari
9464,268,logout,/home,2026-01-01 19:48:48.225936,Safari
9465,242,click,/feed,2025-12-26 06:46:05.476614,Chrome
9466,883,purchase,/home,2026-01-20 17:43:30.897574,Mobile
9467,271,search,/home,2026-02-17 06:42:43.008599,Chrome
9468,400,click,/profile,2025-11-28 17:38:53.485791,Chrome
9469,969,add_to_cart,/search,2025-12-29 00:41:05.518971,Firefox
9470,101,add_to_cart,/cart,2026-03-30 14:57:31.713861,Mobile
9471,510,logout,/search,2025-12-03 08:49:37.6312,Mobile
9472,568,view,/product/1,2026-03-24 13:31:33.012209,Firefox
9473,413,logout,/,2026-02-07 21:49:14.439963,Chrome
9474,14,search,/profile,2025-11-13 11:13:02.875796,Safari
9475,64,click,/,2026-03-28 15:56:24.059798,Safari
9476,642,search,/product/1,2025-10-21 01:41:34.641273,Safari
9477,796,logout,/product/2,2026-01-19 19:34:00.441111,Mobile
9478,635,logout,/checkout,2025-12-10 17:43:22.824684,Safari
9479,722,logout,/home,2026-02-08 14:25:06.472224,Chrome
9480,118,checkout,/cart,2026-02-26 14:38:31.491385,Safari
9481,272,add_to_cart,/product/2,2026-04-09 00:04:52.125891,Firefox
9482,502,checkout,/search,2026-02-03 07:01:53.337755,Firefox
9483,567,view,/checkout,2026-01-30 09:25:44.762292,Firefox
9484,274,logout,/feed,2026-01-10 02:50:51.636933,Firefox
9485,972,search,/feed,2026-01-11 11:40:02.407999,Safari
9486,608,login,/product/1,2025-11-24 15:33:05.586536,Firefox
9487,643,search,/checkout,2025-12-02 03:19:39.939481,Mobile
9488,702,purchase,/product/1,2025-12-30 12:07:43.361774,Safari
9489,577,search,/search,2026-04-10 10:57:33.450372,Safari
9490,919,login,/product/2,2026-02-18 09:19:30.53721,Firefox
9491,274,checkout,/,2026-01-11 13:11:50.087603,Chrome
9492,146,search,/product/2,2026-02-08 12:10:33.37411,Safari
9493,727,search,/home,2025-11-13 05:31:00.670955,Firefox
9494,521,purchase,/home,2025-11-13 20:28:42.00991,Firefox
9495,789,click,/checkout,2025-11-20 07:22:24.536643,Safari
9496,305,add_to_cart,/cart,2026-03-03 16:25:07.823754,Safari
9497,248,view,/home,2025-11-02 08:26:19.549945,Safari
9498,906,search,/,2025-12-14 13:16:09.784274,Firefox
9499,253,view,/,2026-03-14 02:33:17.825208,Mobile
9500,327,checkout,/product/1,2025-11-24 05:41:38.508867,Safari
9501,752,purchase,/home,2025-12-06 17:04:31.561401,Mobile
9502,716,add_to_cart,/home,2025-10-29 01:39:35.366896,Firefox
9503,447,login,/cart,2026-03-15 15:15:48.532587,Mobile
9504,814,add_to_cart,/,2025-12-02 01:47:27.8494,Safari
9505,923,click,/search,2025-11-29 00:04:14.270696,Firefox
9506,456,login,/search,2026-02-07 04:45:34.776238,Safari
9507,746,click,/feed,2026-01-14 03:47:42.85913,Firefox
9508,966,click,/search,2025-11-24 22:42:30.471274,Firefox
9509,938,purchase,/product/1,2026-04-14 20:27:18.456454,Safari
9510,238,add_to_cart,/cart,2025-12-22 08:30:24.781524,Safari
9511,298,purchase,/,2026-03-05 20:39:12.491076,Safari
9512,820,search,/,2026-01-16 22:18:45.736393,Safari
9513,1000,checkout,/feed,2025-10-26 03:10:27.441533,Safari
9514,68,purchase,/cart,2026-02-07 08:48:04.433588,Chrome
9515,895,search,/product/2,2026-01-05 06:32:38.148326,Safari
9516,261,search,/product/2,2026-01-01 22:57:56.711879,Mobile
9517,285,checkout,/profile,2025-11-25 22:19:32.448592,Firefox
9518,15,logout,/profile,2025-11-15 22:34:18.078695,Mobile
9519,756,checkout,/checkout,2025-12-02 00:17:55.83409,Firefox
9520,142,logout,/feed,2026-04-04 08:10:52.813974,Firefox
9521,752,purchase,/product/1,2026-02-11 23:26:30.244457,Chrome
9522,158,search,/checkout,2026-04-07 07:03:01.580183,Safari
9523,448,search,/checkout,2025-11-17 13:04:53.179687,Mobile
9524,722,logout,/search,2025-11-29 04:25:45.026551,Firefox
9525,215,checkout,/search,2025-12-16 13:24:51.166393,Mobile
9526,724,click,/product/2,2025-10-22 09:57:10.008694,Safari
9527,455,view,/home,2026-03-27 18:46:27.058193,Chrome
9528,37,search,/,2025-11-04 07:27:34.646104,Firefox
9529,546,view,/checkout,2025-11-22 00:40:49.067731,Firefox
9530,925,add_to_cart,/,2025-12-26 14:25:51.514145,Mobile
9531,670,purchase,/cart,2025-11-16 15:35:31.45952,Firefox
9532,143,search,/product/2,2025-11-10 00:49:14.329718,Safari
9533,977,add_to_cart,/product/1,2026-01-16 13:35:41.109791,Firefox
9534,79,purchase,/product/1,2026-04-11 00:35:17.236221,Mobile
9535,337,login,/home,2026-04-15 07:50:32.077806,Chrome
9536,312,add_to_cart,/home,2026-01-27 04:52:11.681054,Mobile
9537,277,checkout,/,2026-02-04 11:20:49.367653,Firefox
9538,959,add_to_cart,/cart,2025-10-27 05:48:14.852237,Firefox
9539,428,logout,/checkout,2026-01-27 18:52:54.683903,Safari
9540,982,search,/cart,2026-03-05 18:08:28.692106,Chrome
9541,522,logout,/checkout,2026-02-04 14:54:10.288501,Safari
9542,517,view,/home,2025-10-21 14:29:39.525747,Safari
9543,644,purchase,/product/1,2025-12-22 10:38:19.606868,Chrome
9544,723,search,/checkout,2026-01-03 12:43:14.374251,Mobile
9545,602,click,/product/2,2025-11-17 00:57:29.239269,Safari
9546,429,purchase,/feed,2026-03-02 07:10:13.587196,Safari
9547,849,add_to_cart,/product/2,2025-12-15 11:13:31.012967,Safari
9548,88,purchase,/home,2025-10-27 09:19:33.420624,Firefox
9549,217,click,/feed,2026-03-27 17:07:26.115748,Firefox
9550,246,add_to_cart,/product/2,2026-04-15 05:21:30.647185,Safari
9551,428,click,/,2025-10-26 12:12:34.927706,Mobile
9552,595,checkout,/search,2026-03-21 08:13:36.840567,Mobile
9553,64,search,/home,2025-10-20 06:15:40.374923,Mobile
9554,968,view,/checkout,2026-02-26 06:52:29.321863,Chrome
9555,477,login,/,2026-04-11 15:03:21.633806,Safari
9556,234,search,/product/1,2026-01-17 03:00:41.83797,Chrome
9557,611,search,/,2025-12-15 16:14:38.056835,Mobile
9558,915,click,/profile,2026-03-24 03:08:07.242143,Firefox
9559,712,view,/product/1,2025-12-31 23:34:10.562553,Firefox
9560,156,logout,/feed,2026-01-11 20:09:09.728181,Firefox
9561,324,search,/search,2026-03-27 14:33:52.420449,Safari
9562,744,click,/home,2026-01-27 04:18:31.635075,Safari
9563,391,add_to_cart,/home,2026-01-07 12:16:28.319901,Chrome
9564,700,search,/checkout,2025-11-08 16:59:06.266086,Firefox
9565,818,add_to_cart,/search,2026-04-01 11:56:18.209014,Safari
9566,336,view,/home,2026-03-14 04:38:24.39428,Firefox
9567,516,search,/cart,2025-11-29 14:01:59.104796,Firefox
9568,572,add_to_cart,/product/1,2025-12-04 14:21:01.529522,Safari
9569,754,click,/,2025-11-19 20:36:59.748284,Firefox
9570,496,login,/feed,2025-12-04 22:39:30.491061,Firefox
9571,286,click,/product/1,2026-03-08 01:51:37.301836,Mobile
9572,738,search,/home,2025-11-25 20:46:55.342599,Chrome
9573,423,logout,/cart,2025-12-22 04:50:00.898859,Safari
9574,645,view,/product/1,2025-11-07 00:32:30.655542,Firefox
9575,330,search,/home,2025-12-20 22:25:35.863078,Chrome
9576,959,add_to_cart,/search,2025-10-28 16:49:09.377212,Firefox
9577,522,search,/search,2025-11-18 09:32:16.323703,Chrome
9578,97,add_to_cart,/feed,2025-10-28 12:49:58.078668,Safari
9579,544,checkout,/search,2025-11-19 13:09:18.834896,Safari
9580,494,view,/search,2025-12-23 14:10:00.544872,Firefox
9581,928,view,/checkout,2026-02-08 16:13:30.959699,Safari
9582,578,logout,/feed,2026-02-08 20:50:04.10092,Chrome
9583,881,click,/search,2025-12-26 02:38:59.537511,Safari
9584,95,click,/product/1,2025-11-27 06:19:35.539326,Firefox
9585,997,checkout,/cart,2026-03-24 03:46:58.362736,Chrome
9586,90,purchase,/search,2026-03-20 06:32:52.073228,Chrome
